alcohol_id,alcohol_type,origin,alcohol_age,alcohol_cost,ABV,tasting_note,tasting_score,flavor_profile,flavor_type_rating
101,whiskey,"Aerolite Lyndsay // Islay, Scotland",10 Year,3,46.0,"""A coastal first impression on the nose with touches of iodine and nori, but then some sauerkraut and soft vanilla notes as well. A whiff of charcoal and oat cookies, but also peanut skin. Nice oily mouthfeel. Plenty of sweet barley, smoked husks and bright lemon zest, but also a touch of tar, brine and ashes. A touch of honey as well. Good Islay whisky but not exactly unique.""",87,"{""smoky"":20,""peaty"":35,""spicy"":20,""herbal"":40,""oily"":35,""full_bodied"":40,""rich"":35,""sweet"":20,""briny"":35,""salty"":25,""vanilla"":20,""tart"":10,""fruity"":20,""floral"":10}",3.18
102,whiskey,Aerstone // Scotland,10 Year,2,40.0,"""Aerstone Land Cask smells and tastes like new sneakers. But there's plenty more going on here. The nose also has cut grass and marzipan, while the taste is syrupy and rich. Carrot cake and rubber. It's extremely unusual. It's also superb.""",93,"{""smoky"":60,""peaty"":60,""spicy"":30,""herbal"":55,""oily"":50,""full_bodied"":80,""rich"":70,""sweet"":60,""briny"":10,""salty"":25,""vanilla"":40,""tart"":40,""fruity"":30,""floral"":10}",3.57
103,whiskey,Aerstone // Scotland,10 Year,2,40.0,"""Ahoy me hearties! Feel that briny aroma, that blend of seaweed and minerals, hit your nose. Vanilla and Play-Doh also work their way in there. It's soft to taste, however, with the butter and vanilla well counterpointed by salted caramel. There's also a hint of ginger. Calm waters on a sunny day rather than a rough storm. """,85,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":70,""oily"":40,""full_bodied"":50,""rich"":60,""sweet"":70,""briny"":80,""salty"":60,""vanilla"":70,""tart"":20,""fruity"":30,""floral"":10}",3.51
104,sugarcane,Afrohead // Bahamas,,2,,,,"{""smoky"":30,""earthy"":15,""spicy"":30,""herbal"":30,""oily"":0,""roast"":40,""rich"":60,""sweet"":70,""mineral"":0,""woody"":20,""hogo"":30,""tart"":20,""fruity"":50,""floral"":0}",
105,sugarcane,Afrohead // Bahamas,,3,,,,"{""smoky"":30,""earthy"":30,""spicy"":40,""herbal"":10,""oily"":30,""roast"":40,""rich"":70,""sweet"":70,""mineral"":10,""woody"":40,""hogo"":20,""tart"":0,""fruity"":10,""floral"":10}",
106,liqueur,"Agavero // Jalisco, Mexico",,1,,,,,
107,whiskey,"Kentucky, USA",,2,43.0,,,,3.47
108,agave,"Oaxaca , Mexico",,5,,,,,
109,agave,Mexico,,5,,,,,
110,whiskey,"Ailsa Bay // Lowlands, Scotland",NAS,3,48.9,"""This single malt displays a very earthy smoke with plenty of smouldering embers, tar and charred meat, but also a good amount of vanilla and caramel-glazed apples. On the palate it is almost medicinal in its peat influence, combined with touches of charcoal, sal ammoniac and fresh oak with a vegetal layer and golden syrup. A very good offering from Ailsa Bay that should satisfy those that love their malts smoky.""",88,"{""smoky"":40,""peaty"":25,""spicy"":10,""herbal"":35,""oily"":25,""full_bodied"":30,""rich"":35,""sweet"":40,""briny"":5,""salty"":5,""vanilla"":35,""tart"":10,""fruity"":30,""floral"":10}",3.51
111,whiskey,"Ainsley Brae // Highlands, Scotland",NAS,2,40.0,,,,3.08
112,whiskey,"Akashi, Hyogo, Japan, Japan",,2,30.5,,,,3.68
113,gin,Akori Gin // Spain,,2,,,,,
114,agave,"Auténtico Alacrán // Los Altos, Jalisco, Mexico",,3,,,,"{""smoky"":10,""earthy"":20,""spicy"":30,""herbal"":60,""oily"":30,""bitter"":0,""rich"":50,""sweet"":60,""mineral"":0,""salty"":10,""umami"":40,""tart"":0,""fruity"":40,""floral"":30}",
115,whiskey,"Alberta Distillers // Alberta, Canada",20 Year,3,42.0,"""The layers of oak are brilliant on the nose with bright orange zest, juicy cherry, vanilla and dusty rye spices intertwined into a refined package. There is intricacy on the textural palate with sweet caramel, baking spices, old oak with mild char. Zesty citrus comes back to the front late palate with some citrus gin-like botanical notes on the finish. This rye works toward a developed flavor balance instead of an in your face rye.  """,88,"{""smoky"":40,""peaty"":0,""spicy"":50,""herbal"":25,""oily"":0,""full_bodied"":40,""rich"":45,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":45,""floral"":20}",3.52
116,whiskey,"Alberta Distillers // Alberta, Canada",30 Year,2,40.0,"""This whisky is like being punched by the Michelin Man. Soft and pillowy. Aged in well-used casks, the flavors come from oxidation with a slight caramel nose, crisp oak, restrained wood and fruity esters. Rye spices like clove and pepper accent floral notes. The sweetness carries through with a touch of vanilla. The wood has mellowed out the finish with an attack of citrus pith that’s just so slight.""",95,"{""smoky"":40,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":0,""full_bodied"":50,""rich"":60,""sweet"":55,""briny"":0,""salty"":0,""vanilla"":50,""tart"":25,""fruity"":60,""floral"":40}",4.8
117,whiskey,"Alberta, Canada, Canada",,3,66.0,,,,4.29
118,whiskey,"Alberta Distillers // Alberta, Canada",NAS,3,65.1,"""This cask strength rye starts by electrocuting the palate with rich rye spices that build with the heat of chili pepper. Toasted cereal, mild solvents and banana custard connect on the nose with a tight oak structure that hits the palate with a flash. Sweet and dark fruits shift to a dry finish of cinnamon and cocoa powder accented with loads of cracked rye grain. Adding water uncovers layers and softens the face-melting rye spice.  """,89,"{""smoky"":30,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":15,""full_bodied"":50,""rich"":50,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":45,""floral"":30}",4.09
119,whiskey,Alberta Distillers // Canada,NAS,2,45.0,"""There is a pleasant savoriness coupled with sweetness that is quite enjoyable, like beef jerky dusted with brown sugar.  Leather, vanilla, banana, and a bit of bitter dark chocolate are notes on the palate after the initial touch of sugar on the tongue.  The rye is present on the mid-palate and comes back around on the finish.   
""",89,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":35,""oily"":25,""full_bodied"":70,""rich"":70,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":60,""tart"":25,""fruity"":40,""floral"":35}",3.64
120,whiskey,Alberta Distillers // Canada,NAS,2,45.0,"""Sherry aromas, vanilla, baking spices and oak notes along with a slight alcohol burn appear on the nose. The palate brings more vanilla, oak, citrus blossoms, cinnamon, nutmeg, old lumber and dried prune creating a complex flavor profile.  The whisky is wrapped up with a long and gentle finish of weathered oak, cinnamon and cardamom.
""",89,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":35,""oily"":25,""full_bodied"":70,""rich"":70,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":60,""tart"":25,""fruity"":40,""floral"":35}",3.54
121,whiskey,"Alberta Distillers // Alberta, Canada",10 Year,1,40.0,"""Richly sweet with fiery pepper over layers of fruit, grain and rye spices. Dusty rye with a slight sourness on the nose becomes richly sweet on the palate with vanilla and crème caramel. Green apples, red grapes, and dried fruits ride waves of hot pepper and luscious caramel. Finishes in dry grain, hints of fresh-cut lumber and mild citrus pith. Deceivingly simple to begin with, then unfolds in many layers. 
""",85,"{""smoky"":0,""peaty"":0,""spicy"":70,""herbal"":70,""oily"":40,""full_bodied"":60,""rich"":50,""sweet"":50,""briny"":20,""salty"":0,""vanilla"":60,""tart"":70,""fruity"":50,""floral"":30}",3.21
122,other,"Godega sant urbano, Italy",,1,,,,,
123,whiskey,"Speyside, Scotland",9,2,46.0,,,,3.65
124,whiskey,"Highland, Scotland",14,3,57.9,,,,3.69
125,liqueur,Alizé // France,,1,,,,,
126,whiskey,"Douglas Laing Old Particular // Speyside, Scotland",21 Year,4,50.1,,,,3.5
127,brandy,Alto del Carmen // Chile,,1,,,,,
128,whiskey,USA,,1,43.0,,,,3.79
129,whiskey,"Amador Whiskey Co. // Kentucky (Finished and Bottled in California), USA",NAS,2,43.4,"""Despite the obvious ethanol on the nose, there's a lot to like. The aromatics include toasted oak, dark red fruit, vanilla and spice. On the palate the top note is grain-heavy, but underneath is a pleasant sweetness with distinct cherry, cinnamon and clove flavors. The finish is long and oaky and has a touch of dark chocolate.""",80,"{""smoky"":35,""peaty"":0,""spicy"":60,""herbal"":25,""oily"":15,""full_bodied"":40,""rich"":35,""sweet"":45,""briny"":10,""salty"":10,""vanilla"":40,""tart"":35,""fruity"":35,""floral"":15}",3.48
130,whiskey,"Amador Whiskey Co. // California, USA",NAS,4,48.0,,,,3.15
131,liqueur,Italy,,1,,,,,
132,liqueur,"Montenegro // Emilia-Romagna, Italy",,2,,,,"{""sweet"":70,""rich"":50,""spicy"":80,""herbal"":70,""fruity"":50,""floral"":30,""bitter"":20,""tart"":30,""earthy"":40,""roast"":30,""nutty"":0,""woody"":0,""smoky"":10,""oily"":20}",
133,liqueur,"Fruili, Italy",,2,,,,,
134,whiskey,American Barrels // USA,NAS,2,45.0,,,,2.52
135,whiskey,"American Born Moonshine // Tennessee, USA",,1,41.5,,,,2.28
136,whiskey,"California , USA",,3,45.0,,,,3.88
137,whiskey,India,,3,,,,,3.71
138,whiskey,"Amrut // Bangalore, India",NAS,3,50.0,"""You could do with a drop of water here as they have lovingly bottled this at 50% abv.  This way you can find a bit more to the dram like roasted chocolate, pears, and a small dose of peat smoke.  There is a nice love bite to the finish which makes a lovely marriage indeed.""",84,"{""smoky"":40,""peaty"":50,""spicy"":30,""herbal"":20,""oily"":40,""full_bodied"":50,""rich"":40,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":40,""tart"":50,""fruity"":70,""floral"":30}",3.65
139,whiskey,"Amrut // Bangalore, India",NAS,4,57.1,"""A layered nose of spiced Christmas fruit cake and  toffee with figs and jam. The bourbon casks detonate to contain what could have been a sherry bomb. Loads of vanilla and arid oak offer a counterpoint to the juicy sherry. The finish is stretched allowing the spicy hit to dwindle into the natural caramels compliments of the ex-bourbon casks. An impressive single malt.""",91,"{""smoky"":30,""peaty"":15,""spicy"":60,""herbal"":20,""oily"":20,""full_bodied"":40,""rich"":60,""sweet"":50,""briny"":10,""salty"":15,""vanilla"":50,""tart"":25,""fruity"":60,""floral"":25}",4.1
140,whiskey,Amrut // India,NAS,4,50.0,,,,3.96
141,whiskey,India,,4,50.0,,,,4.0
142,whiskey,Amrut // India,NAS,3,46.0,"""Like the cask strength version of this whisky, there are fruity aromas, but this 92 proof version seems to highlight more maple syrup and barrel spices.  As you exhale after tasting, you taste fireplace smoke with a tinge of maple lingering in the background.   The peat seems to become more gentle as you continue to drink with the sweet fruit dousing the flames, so to speak.""",87,"{""smoky"":40,""peaty"":30,""spicy"":80,""herbal"":40,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":50,""tart"":20,""fruity"":60,""floral"":20}",3.51
143,whiskey,Amrut // India,NAS,3,62.78,"""The whisky, naturally, is a bit muted without adding water, but opens up with the smoke, barrel spices, and a touch of cherry fruit.  Cigar smoke continues on the palate, but orchard fruit and cherries are found as well.  The finish is quite dry and wood spice filled with a dash of bitter dark chocolate.""",88,"{""smoky"":40,""peaty"":40,""spicy"":70,""herbal"":40,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":50,""tart"":20,""fruity"":80,""floral"":20}",3.47
144,whiskey,Amrut // India,NAS,4,62.1,"""Figs, prunes, tobacco, and a strong sense of spirit are shown on the nose. The palate is really figgy, slightly bitter and a bit peppery. Water softens and broadens it, cutting the bitterness and adding more dark fruits and soft peppers. Pleasing barrel notes. Lovely bracing spiciness. Slight clover honey sweetness.""",88,"{""smoky"":0,""peaty"":0,""spicy"":70,""herbal"":40,""oily"":20,""full_bodied"":50,""rich"":70,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":20,""tart"":40,""fruity"":80,""floral"":40}",3.94
145,whiskey,"Amrut // Bangalore, India",NAS,2,46.0,"""The nose is full of honeyed toast with the tasting profile moving more towards barrel spices.  The malt is dark and pleasantly bitter with notes of cinnamon, vanilla, and cooked yellow fruits.  More bitter wood tannins come in to wrap things up.
""",85,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":20,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":70,""tart"":40,""fruity"":60,""floral"":10}",3.38
146,whiskey,"Amrut // Bangalore, India",NAS,3,61.8,"""Bottled at close to 124 proof, this whisky is a force to be reckoned with.  The nose is quite bourbon heavy with dark chocolate and orange zest present and accounted for.  An intense wallop of dried apricot and dark berry fruits takes you down the path towards a stack of raw wood.""",82,"{""smoky"":40,""peaty"":10,""spicy"":40,""herbal"":20,""oily"":30,""full_bodied"":30,""rich"":40,""sweet"":50,""briny"":20,""salty"":20,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":30}",3.76
147,whiskey,"Bangalore, India , India",5,4,60.0,,,,4.25
148,liqueur,Ancho Reyes // Mexico,,2,,,,"{""sweet"":30,""rich"":85,""spicy"":85,""herbal"":30,""fruity"":65,""floral"":0,""bitter"":0,""tart"":0,""earthy"":10,""roast"":25,""nutty"":0,""woody"":0,""smoky"":25,""oily"":30}",
149,liqueur,Ancho Reyes // Mexico,,2,,,,"{""sweet"":35,""rich"":70,""spicy"":80,""herbal"":20,""fruity"":60,""floral"":0,""bitter"":0,""tart"":0,""earthy"":20,""roast"":50,""nutty"":0,""woody"":0,""smoky"":30,""oily"":40}",
150,whiskey,"Ancient Age // Kentucky, USA",N/A,1,40.0,"""Nose brings out the mash bill mixed with a little vanilla and caramel. The palate continues more or less like the nose with a little whiskey burn and the finish is of moderate length with the same burn and hints of lime.""",78,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":0,""full_bodied"":20,""rich"":20,""sweet"":50,""briny"":10,""salty"":10,""vanilla"":40,""tart"":20,""fruity"":30,""floral"":0}",2.57
151,whiskey,"Ancient Age // Kentucky, USA",N/A,2,45.0,"""Nose is toasted honeysuckle with a bit of cloves and oak. Palate is warm with rye and corn so the mashbill comes out quite well. Finish is toffee with a hint of chocolate. Think Heath bar.""",86,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":30,""full_bodied"":40,""rich"":30,""sweet"":30,""briny"":20,""salty"":20,""vanilla"":20,""tart"":20,""fruity"":30,""floral"":20}",3.34
152,whiskey,"Highland, Scotland",,4,46.0,,,,3.85
153,whiskey,"Andalusia // Texas, USA",NAS,3,50.0,,,,4.25
154,whiskey,"Angel's Envy // Kentucky, USA",NAS,5,48.9,"""The nose offers caramel, cinnamon, sour cherries and peanuts, along with a waft of incense. The palate showcases black pepper, oak, Baker's chocolate, berries and green apple, with the Mizunara presence really coming on strong towards the back, with black pepper, cedar and sandalwood. A long finish is tannic and spice forward, with smoky undertones.""",91,"{""smoky"":40,""peaty"":0,""spicy"":80,""herbal"":20,""oily"":0,""full_bodied"":60,""rich"":40,""sweet"":30,""briny"":0,""salty"":10,""vanilla"":70,""tart"":50,""fruity"":40,""floral"":30}",3.54
155,whiskey,"Angel's Envy // Kentucky, USA",NAS,5,50.0,,,,4.25
156,whiskey,"Angel's Envy // Kentucky, USA",NAS,2,43.3,"""Nose is full of vanilla and NYC street-cart sugar-roasted nuts. Caramel-covered raisins dipped in maple syrup and a hint of corn is found on the palate. The finish brings more raisins with bit of heat and sweet.""",84,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":40,""full_bodied"":40,""rich"":40,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":0,""fruity"":60,""floral"":30}",3.86
157,whiskey,"Angel's Envy // Kentucky, USA",NAS,5,59.65,,,,4.16
158,whiskey,"Angel's Envy // Kentucky, USA",NAS,5,62.0,"""This cask strength release from Angel's Envy is an absolute treat for bourbon lovers. There's no denying its high proof, but it lands on the palate with notes of leather, wood smoke, vanilla, cocoa, and dates, and a warming finish that goes on for ages. Whether sipped neat or tamed with a little ice or water, there's a whole lot to like about this whiskey.""",92,"{""smoky"":15,""peaty"":5,""spicy"":65,""herbal"":10,""oily"":70,""full_bodied"":75,""rich"":70,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":55,""tart"":15,""fruity"":25,""floral"":10}",4.28
159,whiskey,"Angel's Envy // Kentucky, USA",NAS,5,61.2,"""As one might expect from a port cask-finished bourbon, this one leans toward richer, darker flavors. The initial palate offers vanilla and hazelnut, with notes of dates and dried raspberries coming out on the finish. Further sweetness and a hint of smoke emerge with a few drops of water. It's an excellent sipper, the kind of bourbon to cap a night with.""",93,"{""smoky"":15,""peaty"":0,""spicy"":55,""herbal"":15,""oily"":50,""full_bodied"":65,""rich"":70,""sweet"":65,""briny"":10,""salty"":5,""vanilla"":65,""tart"":15,""fruity"":30,""floral"":10}",4.1
160,whiskey,"Angel's Envy // Kentucky, USA",NAS,5,60.2,"""There's a lot going on with the aroma including toasted peanuts, caramel, barrel spices, toasted grains, and fruit which all together is reminiscent of a peanut butter and jelly sandwich. If you add just a splash of water the sweet corn comes through as does a fruit mélange. However, this is still a high proof bourbon so those fruit notes are just the accent. More spices and char smoke come through on the palate and the bourbon feels rich and slick. Overall a solid and fun dram. Enjoy as a nightcap; you deserve it.""",94,"{""smoky"":40,""peaty"":0,""spicy"":55,""herbal"":30,""oily"":45,""full_bodied"":65,""rich"":65,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":35,""tart"":35,""fruity"":75,""floral"":15}",4.24
